time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY
0;140.0;152.90625
60;140.0;152.90625
120;140.0;152.90625
180;140.0;152.90625
240;140.0;152.90625
300;140.0;152.90625
360;140.0;152.90625
420;140.0;152.90625
480;140.0;152.90625
540;140.0;152.90625
600;140.0;152.90625
660;140.0;152.90625
720;140.0;152.90625
780;140.0;152.90625
840;140.0;152.90625
900;140.0;169.92291666666665
960;140.0;169.92291666666665
1020;140.0;169.92291666666665
1080;140.0;169.92291666666665
1140;140.0;169.92291666666665
1200;140.0;169.92291666666665
1260;140.0;169.92291666666665
1320;140.0;169.92291666666665
1380;140.0;169.92291666666665
1440;140.0;169.92291666666665
1500;140.0;169.92291666666665
1560;140.0;169.92291666666665
1620;140.0;169.92291666666665
1680;140.0;169.92291666666665
1740;140.0;169.92291666666665
1800;140.0;201.4041666666667
1860;140.0;201.4041666666667
1920;191.0;201.4041666666667
1980;191.0;201.4041666666667
2040;191.0;201.4041666666667
2100;191.0;201.4041666666667
2160;243.0;201.4041666666667
2220;243.0;201.4041666666667
2280;243.0;201.4041666666667
2340;243.0;201.4041666666667
2400;243.0;201.4041666666667
2460;243.0;201.4041666666667
2520;243.0;201.4041666666667
2580;243.0;201.4041666666667
2640;243.0;201.4041666666667
2700;192.0;142.16666666666669
2760;192.0;142.16666666666669
2820;192.0;142.16666666666669
2880;192.0;142.16666666666669
2940;192.0;142.16666666666669
3000;140.0;142.16666666666669
3060;140.0;142.16666666666669
3120;140.0;142.16666666666669
3180;140.0;142.16666666666669
3240;140.0;142.16666666666669
3300;140.0;142.16666666666669
3360;140.0;142.16666666666669
3420;140.0;142.16666666666669
3480;140.0;142.16666666666669
3540;140.0;142.16666666666669
3600;140.0;152.45833333333331
3660;140.0;152.45833333333331
3720;140.0;152.45833333333331
3780;140.0;152.45833333333331
3840;140.0;152.45833333333331
3900;140.0;152.45833333333331
3960;140.0;152.45833333333331
4020;140.0;152.45833333333331
4080;140.0;152.45833333333331
4140;140.0;152.45833333333331
4200;140.0;152.45833333333331
4260;140.0;152.45833333333331
4320;140.0;152.45833333333331
4380;140.0;152.45833333333331
4440;140.0;152.45833333333331
4500;140.0;182.30833333333334
4560;140.0;182.30833333333334
4620;140.0;182.30833333333334
4680;140.0;182.30833333333334
4740;140.0;182.30833333333334
4800;140.0;182.30833333333334
4860;140.0;182.30833333333334
4920;140.0;182.30833333333334
4980;140.0;182.30833333333334
5040;140.0;182.30833333333334
5100;140.0;182.30833333333334
5160;140.0;182.30833333333334
5220;140.0;182.30833333333334
5280;243.0;182.30833333333334
5340;243.0;182.30833333333334
5400;243.0;175.90833333333333
5460;243.0;175.90833333333333
5520;243.0;175.90833333333333
5580;243.0;175.90833333333333
5640;243.0;175.90833333333333
5700;243.0;175.90833333333333
5760;243.0;175.90833333333333
5820;243.0;175.90833333333333
5880;243.0;175.90833333333333
5940;243.0;175.90833333333333
6000;243.0;175.90833333333333
6060;192.0;175.90833333333333
6120;140.0;175.90833333333333
6180;140.0;175.90833333333333
6240;140.0;175.90833333333333
6300;140.0;147.475
6360;140.0;147.475
6420;140.0;147.475
6480;140.0;147.475
6540;140.0;147.475
