time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY
0;201.0;231.27291666666667
60;201.0;231.27291666666667
120;201.0;231.27291666666667
180;201.0;231.27291666666667
240;201.0;231.27291666666667
300;201.0;231.27291666666667
360;201.0;231.27291666666667
420;201.0;231.27291666666667
480;201.0;231.27291666666667
540;258.0;231.27291666666667
600;258.0;231.27291666666667
660;258.0;231.27291666666667
720;258.0;231.27291666666667
780;258.0;231.27291666666667
840;258.0;231.27291666666667
900;258.0;187.60000000000002
960;258.0;187.60000000000002
1020;258.0;187.60000000000002
1080;258.0;187.60000000000002
1140;208.0;187.60000000000002
1200;208.0;187.60000000000002
1260;208.0;187.60000000000002
1320;208.0;187.60000000000002
1380;208.0;187.60000000000002
1440;151.0;187.60000000000002
1500;151.0;187.60000000000002
1560;151.0;187.60000000000002
1620;151.0;187.60000000000002
1680;151.0;187.60000000000002
1740;151.0;187.60000000000002
1800;151.0;151.0
1860;151.0;151.0
1920;151.0;151.0
1980;151.0;151.0
2040;151.0;151.0
2100;151.0;151.0
2160;151.0;151.0
2220;151.0;151.0
2280;151.0;151.0
2340;151.0;151.0
2400;151.0;151.0
2460;151.0;151.0
2520;151.0;151.0
2580;151.0;151.0
2640;151.0;151.0
2700;151.0;173.85
2760;151.0;173.85
2820;151.0;173.85
2880;151.0;173.85
2940;151.0;173.85
3000;151.0;173.85
3060;151.0;173.85
3120;151.0;173.85
3180;151.0;173.85
3240;151.0;173.85
3300;151.0;173.85
3360;201.0;173.85
3420;201.0;173.85
3480;201.0;173.85
3540;201.0;173.85
3600;201.0;234.23333333333335
3660;201.0;234.23333333333335
3720;201.0;234.23333333333335
3780;201.0;234.23333333333335
3840;201.0;234.23333333333335
3900;258.0;234.23333333333335
3960;258.0;234.23333333333335
4020;258.0;234.23333333333335
4080;258.0;234.23333333333335
4140;258.0;234.23333333333335
4200;258.0;234.23333333333335
4260;258.0;234.23333333333335
4320;258.0;234.23333333333335
4380;258.0;234.23333333333335
4440;258.0;234.23333333333335
4500;208.0;165.25
4560;208.0;165.25
4620;208.0;165.25
4680;208.0;165.25
4740;208.0;165.25
4800;151.0;165.25
4860;151.0;165.25
4920;151.0;165.25
4980;151.0;165.25
5040;151.0;165.25
5100;151.0;165.25
5160;151.0;165.25
5220;151.0;165.25
5280;151.0;165.25
5340;151.0;165.25
5400;151.0;151.83333333333334
5460;151.0;151.83333333333334
5520;151.0;151.83333333333334
5580;151.0;151.83333333333334
5640;151.0;151.83333333333334
5700;151.0;151.83333333333334
5760;151.0;151.83333333333334
5820;151.0;151.83333333333334
5880;151.0;151.83333333333334
5940;151.0;151.83333333333334
6000;151.0;151.83333333333334
6060;151.0;151.83333333333334
6120;151.0;151.83333333333334
6180;151.0;151.83333333333334
6240;151.0;151.83333333333334
6300;151.0;190.15
6360;151.0;190.15
6420;151.0;190.15
6480;151.0;190.15
6540;151.0;190.15
6600;151.0;190.15
6660;151.0;190.15
6720;201.0;190.15
6780;201.0;190.15
6840;201.0;190.15
6900;201.0;190.15
6960;201.0;190.15
7020;201.0;190.15
7080;201.0;190.15
7140;201.0;190.15
7200;201.0;228.5
7260;258.0;228.5
7320;258.0;228.5
7380;258.0;228.5
7440;258.0;228.5
7500;258.0;228.5
7560;258.0;228.5
7620;258.0;228.5
7680;258.0;228.5
7740;258.0;228.5
7800;258.0;228.5
7860;208.0;228.5
7920;208.0;228.5
7980;208.0;228.5
8040;208.0;228.5
8100;208.0;153.85000000000002
8160;151.0;153.85000000000002
8220;151.0;153.85000000000002
8280;151.0;153.85000000000002
8340;151.0;153.85000000000002
8400;151.0;153.85000000000002
8460;151.0;153.85000000000002
8520;151.0;153.85000000000002
8580;151.0;153.85000000000002
8640;151.0;153.85000000000002
8700;151.0;153.85000000000002
8760;151.0;153.85000000000002
8820;151.0;153.85000000000002
8880;151.0;153.85000000000002
8940;151.0;153.85000000000002
9000;151.0;155.16666666666666
9060;151.0;155.16666666666666
9120;151.0;155.16666666666666
9180;151.0;155.16666666666666
9240;151.0;155.16666666666666
9300;151.0;155.16666666666666
9360;151.0;155.16666666666666
9420;151.0;155.16666666666666
9480;151.0;155.16666666666666
9540;151.0;155.16666666666666
9600;151.0;155.16666666666666
9660;151.0;155.16666666666666
9720;151.0;155.16666666666666
9780;151.0;155.16666666666666
9840;151.0;155.16666666666666
9900;151.0;211.66666666666669
9960;151.0;211.66666666666669
10020;151.0;211.66666666666669
10080;201.0;211.66666666666669
10140;201.0;211.66666666666669
10200;201.0;211.66666666666669
10260;201.0;211.66666666666669
10320;201.0;211.66666666666669
10380;201.0;211.66666666666669
10440;201.0;211.66666666666669
10500;201.0;211.66666666666669
10560;201.0;211.66666666666669
10620;258.0;211.66666666666669
10680;258.0;211.66666666666669
10740;258.0;211.66666666666669
10800;258.0;206.5
10860;258.0;206.5
10920;258.0;206.5
10980;258.0;206.5
11040;258.0;206.5
11100;258.0;206.5
11160;258.0;206.5
11220;208.0;206.5
11280;208.0;206.5
11340;208.0;206.5
11400;208.0;206.5
11460;208.0;206.5
11520;151.0;206.5
11580;151.0;206.5
11640;151.0;206.5
11700;151.0;151.0
11760;151.0;151.0
11820;151.0;151.0
11880;151.0;151.0
11940;151.0;151.0
12000;151.0;151.0
12060;151.0;151.0
12120;151.0;151.0
12180;151.0;151.0
12240;151.0;151.0
12300;151.0;151.0
12360;151.0;151.0
12420;151.0;151.0
12480;151.0;151.0
12540;151.0;151.0
12600;151.0;161.0
12660;151.0;161.0
12720;151.0;161.0
12780;151.0;161.0
12840;151.0;161.0
12900;151.0;161.0
12960;151.0;161.0
13020;151.0;161.0
13080;151.0;161.0
13140;151.0;161.0
13200;151.0;161.0
13260;151.0;161.0
13320;151.0;161.0
13380;151.0;161.0
13440;201.0;161.0
13500;201.0;231.03333333333333
13560;201.0;231.03333333333333
13620;201.0;231.03333333333333
13680;201.0;231.03333333333333
13740;201.0;231.03333333333333
13800;201.0;231.03333333333333
13860;201.0;231.03333333333333
13920;201.0;231.03333333333333
13980;258.0;231.03333333333333
14040;258.0;231.03333333333333
14100;258.0;231.03333333333333
14160;258.0;231.03333333333333
14220;258.0;231.03333333333333
14280;258.0;231.03333333333333
14340;258.0;231.03333333333333
14400;258.0;181.3
14460;258.0;181.3
14520;258.0;181.3
14580;208.0;181.3
14640;208.0;181.3
14700;208.0;181.3
14760;208.0;181.3
14820;208.0;181.3
14880;151.0;181.3
14940;151.0;181.3
15000;151.0;181.3
15060;151.0;181.3
15120;151.0;181.3
15180;151.0;181.3
15240;151.0;181.3
15300;151.0;151.0
15360;151.0;151.0
15420;151.0;151.0
15480;151.0;151.0
15540;151.0;151.0
15600;151.0;151.0
15660;151.0;151.0
15720;151.0;151.0
15780;151.0;151.0
15840;151.0;151.0
15900;151.0;151.0
15960;151.0;151.0
16020;151.0;151.0
16080;151.0;151.0
16140;151.0;151.0
16200;151.0;178.13333333333333
16260;151.0;178.13333333333333
16320;151.0;178.13333333333333
16380;151.0;178.13333333333333
16440;151.0;178.13333333333333
16500;151.0;178.13333333333333
16560;151.0;178.13333333333333
16620;151.0;178.13333333333333
16680;151.0;178.13333333333333
16740;151.0;178.13333333333333
16800;201.0;178.13333333333333
16860;201.0;178.13333333333333
16920;201.0;178.13333333333333
16980;201.0;178.13333333333333
17040;201.0;178.13333333333333
17100;201.0;232.8
17160;201.0;232.8
17220;201.0;232.8
17280;201.0;232.8
17340;258.0;232.8
17400;258.0;232.8
17460;258.0;232.8
17520;258.0;232.8
17580;258.0;232.8
17640;258.0;232.8
17700;258.0;232.8
17760;258.0;232.8
17820;258.0;232.8
17880;258.0;232.8
17940;208.0;232.8
18000;208.0;162.39999999999998
18060;208.0;162.39999999999998
18120;208.0;162.39999999999998
18180;208.0;162.39999999999998
18240;151.0;162.39999999999998
18300;151.0;162.39999999999998
18360;151.0;162.39999999999998
18420;151.0;162.39999999999998
18480;151.0;162.39999999999998
18540;151.0;162.39999999999998
18600;151.0;162.39999999999998
18660;151.0;162.39999999999998
18720;151.0;162.39999999999998
18780;151.0;162.39999999999998
18840;151.0;162.39999999999998
18900;151.0;152.66666666666666
18960;151.0;152.66666666666666
19020;151.0;152.66666666666666
19080;151.0;152.66666666666666
19140;151.0;152.66666666666666
19200;151.0;152.66666666666666
19260;151.0;152.66666666666666
19320;151.0;152.66666666666666
19380;151.0;152.66666666666666
19440;151.0;152.66666666666666
19500;151.0;152.66666666666666
19560;151.0;152.66666666666666
19620;151.0;152.66666666666666
19680;151.0;152.66666666666666
19740;151.0;152.66666666666666
19800;151.0;193.6
19860;151.0;193.6
19920;151.0;193.6
19980;151.0;193.6
20040;151.0;193.6
20100;151.0;193.6
20160;201.0;193.6
20220;201.0;193.6
20280;201.0;193.6
20340;201.0;193.6
20400;201.0;193.6
20460;201.0;193.6
20520;201.0;193.6
20580;201.0;193.6
20640;201.0;193.6
20700;258.0;227.06666666666666
20760;258.0;227.06666666666666
20820;258.0;227.06666666666666
20880;258.0;227.06666666666666
20940;258.0;227.06666666666666
21000;258.0;227.06666666666666
21060;258.0;227.06666666666666
21120;258.0;227.06666666666666
21180;258.0;227.06666666666666
21240;258.0;227.06666666666666
21300;208.0;227.06666666666666
21360;208.0;227.06666666666666
21420;208.0;227.06666666666666
21480;208.0;227.06666666666666
21540;208.0;227.06666666666666
21600;151.0;151.0
21660;151.0;151.0
21720;151.0;151.0
21780;151.0;151.0
21840;151.0;151.0
21900;151.0;151.0
21960;151.0;151.0
22020;151.0;151.0
22080;151.0;151.0
22140;151.0;151.0
22200;151.0;151.0
22260;151.0;151.0
22320;151.0;151.0
22380;151.0;151.0
22440;151.0;151.0
22500;151.0;156.0
22560;151.0;156.0
22620;151.0;156.0
22680;151.0;156.0
22740;151.0;156.0
22800;151.0;156.0
22860;151.0;156.0
22920;151.0;156.0
22980;151.0;156.0
23040;151.0;156.0
23100;151.0;156.0
23160;151.0;156.0
23220;151.0;156.0
23280;151.0;156.0
23340;151.0;156.0
23400;151.0;235.3375
23460;151.0;235.3375
23520;201.0;235.3375
23580;201.0;235.3375
23640;201.0;235.3375
23700;201.0;235.3375
23760;201.0;235.3375
23820;201.0;235.3375
23880;201.0;235.3375
23940;201.0;235.3375
24000;201.0;235.3375
24060;258.0;235.3375
24120;258.0;235.3375
24180;258.0;235.3375
24240;258.0;235.3375
24300;258.0;293.6020833333334
24360;258.0;293.6020833333334
24420;258.0;293.6020833333334
24480;258.0;293.6020833333334
24540;258.0;293.6020833333334
24600;258.0;293.6020833333334
24660;208.0;293.6020833333334
24720;208.0;293.6020833333334
24780;208.0;293.6020833333334
24840;208.0;293.6020833333334
24900;208.0;293.6020833333334
24960;151.0;293.6020833333334
25020;151.0;293.6020833333334
25080;151.0;293.6020833333334
25140;151.0;293.6020833333334
25200;151.0;217.19583333333333
25260;151.0;217.19583333333333
25320;151.0;217.19583333333333
25380;151.0;217.19583333333333
25440;151.0;217.19583333333333
25500;151.0;217.19583333333333
25560;151.0;217.19583333333333
25620;151.0;217.19583333333333
25680;151.0;217.19583333333333
25740;151.0;217.19583333333333
25800;151.0;217.19583333333333
25860;151.0;217.19583333333333
25920;151.0;217.19583333333333
25980;151.0;217.19583333333333
26040;151.0;217.19583333333333
26100;151.0;231.30416666666667
26160;151.0;231.30416666666667
26220;151.0;231.30416666666667
26280;151.0;231.30416666666667
26340;151.0;231.30416666666667
26400;151.0;231.30416666666667
26460;151.0;231.30416666666667
26520;151.0;231.30416666666667
26580;151.0;231.30416666666667
26640;151.0;231.30416666666667
26700;151.0;231.30416666666667
26760;151.0;231.30416666666667
26820;151.0;231.30416666666667
26880;201.0;231.30416666666667
26940;201.0;231.30416666666667
27000;201.0;284.9125
27060;201.0;284.9125
27120;201.0;284.9125
27180;201.0;284.9125
27240;201.0;284.9125
27300;201.0;284.9125
27360;201.0;284.9125
27420;258.0;284.9125
27480;258.0;284.9125
27540;258.0;284.9125
27600;258.0;284.9125
27660;258.0;284.9125
27720;258.0;284.9125
27780;258.0;284.9125
27840;258.0;284.9125
27900;258.0;179.33333333333334
27960;258.0;179.33333333333334
28020;208.0;179.33333333333334
28080;208.0;179.33333333333334
28140;208.0;179.33333333333334
28200;208.0;179.33333333333334
28260;208.0;179.33333333333334
28320;151.0;179.33333333333334
28380;151.0;179.33333333333334
28440;151.0;179.33333333333334
28500;151.0;179.33333333333334
28560;151.0;179.33333333333334
28620;151.0;179.33333333333334
28680;151.0;179.33333333333334
28740;151.0;179.33333333333334
28800;151.0;151.0
28860;151.0;151.0
28920;151.0;151.0
28980;151.0;151.0
29040;151.0;151.0
29100;151.0;151.0
29160;151.0;151.0
29220;151.0;151.0
29280;151.0;151.0
29340;151.0;151.0
29400;151.0;151.0
29460;151.0;151.0
29520;151.0;151.0
29580;151.0;151.0
29640;151.0;151.0
29700;151.0;184.50416666666666
29760;151.0;184.50416666666666
29820;151.0;184.50416666666666
29880;151.0;184.50416666666666
29940;151.0;184.50416666666666
30000;151.0;184.50416666666666
30060;151.0;184.50416666666666
30120;151.0;184.50416666666666
30180;151.0;184.50416666666666
30240;372.0;184.50416666666666
