time;W-power.real.c.ELECTRICITY
27420;0.0
27480;0.0
27540;0.0
27600;0.0
27660;0.0
27720;0.0
27780;0.0
27840;0.0
27900;0.0
27960;0.0
28020;0.0
28080;0.0
28140;0.0
28200;0.0
28260;0.0
28320;0.0
28380;0.0
28440;0.0
28500;0.0
28560;0.0
28620;0.0
28680;0.0
28740;0.0
28800;0.0
28860;0.0
28920;0.0
28980;0.0
29040;0.0
29100;0.0
29160;0.0
29220;0.0
29280;0.0
29340;0.0
29400;0.0
29460;0.0
29520;0.0
29580;0.0
29640;0.0
29700;0.0
29760;0.0
29820;0.0
29880;0.0
29940;0.0
30000;0.0
30060;0.0
30120;0.0
30180;0.0
30240;0.0
30300;0.0
30360;0.0
30420;0.0
30480;0.0
30540;0.0
30600;0.0
30660;0.0
30720;0.0
30780;0.0
30840;0.0
30900;0.0
30960;0.0
31020;0.0
31080;0.0
31140;0.0
31200;0.0
31260;0.0
31320;0.0
31380;0.0
31440;0.0
31500;0.0
31560;0.0
31620;0.0
31680;0.0
31740;0.0
31800;0.0
31860;0.0
31920;0.0
31980;0.0
32040;0.0
32100;0.0
32160;0.0
32220;0.0
32280;0.0
32340;0.0
32400;0.0
32460;0.0
32520;0.0
32580;0.0
32640;0.0
32700;0.0
32760;0.0
32820;0.0
32880;0.0
32940;0.0
33000;0.0
33060;0.0
33120;0.0
33180;0.0
33240;0.0
33300;0.0
33360;0.0
33420;0.0
33480;0.0
33540;0.0
33600;0.0
33660;0.0
33720;0.0
33780;0.0
33840;0.0
33900;0.0
33960;0.0
34020;0.0
34080;0.0
34140;0.0
34200;0.0
34260;0.0
34320;0.0
34380;0.0
34440;0.0
34500;0.0
34560;0.0
34620;0.0
34680;0.0
34740;0.0
34800;0.0
34860;0.0
34920;0.0
34980;0.0
35040;0.0
35100;0.0
35160;0.0
35220;0.0
35280;0.0
35340;0.0
35400;0.0
35460;0.0
35520;0.0
35580;0.0
35640;0.0
35700;0.0
35760;0.0
35820;0.0
35880;0.0
35940;0.0
36000;0.0
36060;0.0
36120;0.0
36180;0.0
36240;0.0
36300;0.0
36360;0.0
36420;0.0
36480;0.0
36540;0.0
36600;0.0
36660;0.0
36720;0.0
36780;0.0
36840;0.0
36900;0.0
36960;0.0
37020;0.0
37080;0.0
37140;0.0
37200;0.0
37260;0.0
37320;0.0
37380;0.0
37440;0.0
37500;0.0
37560;0.0
37620;0.0
37680;0.0
37740;0.0
37800;0.0
37860;0.0
37920;0.0
37980;0.0
38040;0.0
38100;0.0
38160;0.0
38220;0.0
38280;0.0
38340;0.0
38400;0.0
38460;0.0
38520;0.0
38580;0.0
38640;0.0
38700;0.0
38760;0.0
38820;0.0
38880;0.0
38940;0.0
39000;0.0
39060;0.0
39120;0.0
39180;0.0
39240;0.0
39300;0.0
39360;0.0
39420;0.0
39480;0.0
39540;0.0
39600;0.0
39660;0.0
39720;0.0
39780;0.0
39840;0.0
39900;0.0
39960;0.0
40020;0.0
40080;0.0
40140;0.0
40200;0.0
40260;0.0
40320;0.0
40380;0.0
40440;0.0
40500;0.0
40560;0.0
40620;0.0
40680;0.0
40740;0.0
40800;0.0
40860;0.0
40920;0.0
40980;0.0
40980;0.0
41040;0.0
41040;0.0
41100;0.0
41100;0.0
41160;0.0
41160;0.0
41220;0.0
41220;0.0
41280;0.0
41280;0.0
41340;0.0
41340;0.0
41400;0.0
41400;0.0
41460;0.0
41460;0.0
41520;0.0
41520;0.0
41580;0.0
41580;0.0
41640;0.0
41640;0.0
41700;0.0
41700;0.0
41760;0.0
41760;0.0
41820;0.0
41820;0.0
41880;0.0
41880;0.0
41940;0.0
41940;0.0
42000;0.0
42000;0.0
42060;0.0
42060;0.0
42120;0.0
42120;0.0
42180;0.0
42180;0.0
42240;0.0
42240;0.0
42300;0.0
42300;0.0
42360;0.0
42360;0.0
42420;0.0
42420;0.0
42480;0.0
42480;0.0
42540;0.0
42540;0.0
42600;0.0
42600;0.0
42660;0.0
42660;0.0
42720;0.0
42720;0.0
42780;0.0
42780;0.0
42840;0.0
42840;0.0
42900;0.0
42900;0.0
42960;0.0
42960;0.0
43020;0.0
43020;0.0
43080;0.0
43080;0.0
43140;0.0
43140;0.0
43200;0.0
43200;0.0
43260;0.0
43260;0.0
43320;0.0
43320;0.0
43380;0.0
43380;0.0
43440;0.0
43440;0.0
43500;0.0
43500;0.0
43560;0.0
43560;0.0
43620;0.0
43620;0.0
43680;0.0
43680;0.0
43740;0.0
43740;0.0
43800;0.0
43800;0.0
43860;0.0
43860;0.0
43920;0.0
43920;0.0
43980;0.0
43980;0.0
44040;0.0
44040;0.0
44100;0.0
44100;0.0
44160;0.0
44160;0.0
44220;0.0
44220;0.0
44280;0.0
44280;0.0
44340;0.0
44340;0.0
44400;0.0
44400;0.0
44460;0.0
44460;0.0
44520;0.0
44520;0.0
44580;0.0
44580;0.0
44640;0.0
44640;0.0
44700;0.0
44700;0.0
44760;0.0
44760;0.0
44820;0.0
44820;0.0
44880;0.0
44880;0.0
44940;0.0
44940;0.0
45000;0.0
45000;0.0
45060;0.0
45060;0.0
45120;0.0
45120;0.0
45180;0.0
45180;0.0
45240;0.0
45240;0.0
45300;0.0
45300;0.0
45360;0.0
45360;0.0
45420;0.0
45420;0.0
45480;0.0
45480;0.0
45540;0.0
45540;0.0
45600;0.0
45600;0.0
45660;0.0
45660;0.0
45720;0.0
45720;0.0
45780;0.0
45780;0.0
45840;0.0
45840;0.0
45900;0.0
45900;0.0
45960;0.0
45960;0.0
46020;0.0
46020;0.0
46080;0.0
46080;0.0
46140;0.0
46140;0.0
46200;0.0
46200;0.0
46260;0.0
46260;0.0
46320;0.0
46320;0.0
46380;0.0
46380;0.0
46440;0.0
46440;0.0
46500;0.0
46500;0.0
46560;0.0
46560;0.0
46620;0.0
46620;0.0
46680;0.0
46680;0.0
46740;0.0
46740;0.0
46800;0.0
46800;0.0
46860;0.0
46860;0.0
46920;0.0
46920;0.0
46980;0.0
46980;0.0
47040;0.0
47040;0.0
47100;0.0
47100;0.0
47160;0.0
47160;0.0
47220;0.0
47220;0.0
47280;0.0
47280;0.0
47340;0.0
47340;0.0
47400;0.0
47400;0.0
47460;0.0
47460;0.0
47520;0.0
47520;0.0
47580;0.0
47580;0.0
47640;0.0
47640;0.0
47700;0.0
47700;0.0
47760;0.0
47760;0.0
47820;0.0
47820;0.0
47880;0.0
47880;0.0
47940;0.0
47940;0.0
48000;0.0
48000;0.0
48060;0.0
48060;0.0
48120;0.0
48120;0.0
48180;0.0
48180;0.0
48240;0.0
48240;0.0
48300;0.0
48300;0.0
48360;0.0
48360;0.0
48420;0.0
48420;0.0
48480;0.0
48480;0.0
48540;0.0
48540;0.0
48600;0.0
48600;0.0
48660;0.0
48660;0.0
48720;0.0
48720;0.0
48780;0.0
48780;0.0
48840;0.0
48840;0.0
48900;0.0
48900;0.0
48960;0.0
48960;0.0
49020;0.0
49020;0.0
49080;0.0
49080;0.0
49140;0.0
49140;0.0
49200;0.0
49200;0.0
49260;0.0
49260;0.0
49320;0.0
49320;0.0
49380;0.0
49380;0.0
49440;0.0
49440;0.0
49500;0.0
49500;0.0
49560;0.0
49560;0.0
49620;0.0
49620;0.0
49680;0.0
49680;0.0
49740;0.0
49740;0.0
49800;0.0
49800;0.0
49860;0.0
49860;0.0
49920;0.0
49920;0.0
49980;0.0
49980;0.0
50040;0.0
50040;0.0
50100;0.0
50100;0.0
50160;0.0
50160;0.0
50220;0.0
50220;0.0
50280;0.0
50280;0.0
50340;0.0
50340;0.0
50400;0.0
50400;0.0
50460;0.0
50460;0.0
50520;0.0
50520;0.0
50580;0.0
50580;0.0
50640;0.0
50640;0.0
50700;0.0
50700;0.0
50760;0.0
50760;0.0
50820;0.0
50820;0.0
50880;0.0
50880;0.0
50940;0.0
50940;0.0
51000;0.0
51000;0.0
51060;0.0
51060;0.0
51120;0.0
51120;0.0
51180;0.0
51180;0.0
51240;0.0
51240;0.0
51300;0.0
51300;0.0
51360;0.0
51360;0.0
51420;0.0
51420;0.0
51480;0.0
51480;0.0
51540;0.0
51540;0.0
51600;0.0
51600;0.0
51660;0.0
51660;0.0
51720;0.0
51720;0.0
51780;0.0
51780;0.0
51840;0.0
51840;0.0
51900;0.0
51900;0.0
51960;0.0
51960;0.0
52020;0.0
52020;0.0
52080;0.0
52080;0.0
52140;0.0
52140;0.0
52200;0.0
52200;0.0
52260;0.0
52260;0.0
52320;0.0
52320;0.0
52380;0.0
52380;0.0
52440;0.0
52440;0.0
52500;0.0
52500;0.0
52560;0.0
52560;0.0
52620;0.0
52620;0.0
52680;0.0
52680;0.0
52740;0.0
52740;0.0
52800;0.0
52800;0.0
52860;0.0
52860;0.0
52920;0.0
52920;0.0
52980;0.0
52980;0.0
53040;0.0
53040;0.0
53100;0.0
53100;0.0
53160;0.0
53160;0.0
53220;0.0
53220;0.0
53280;0.0
53280;0.0
53340;0.0
53340;0.0
53400;0.0
53400;0.0
53460;0.0
53460;0.0
53520;0.0
53520;0.0
53580;0.0
53580;0.0
53640;0.0
53640;0.0
53700;0.0
53700;0.0
53760;0.0
53760;0.0
53820;0.0
53820;0.0
53880;0.0
53880;0.0
53940;0.0
53940;0.0
54000;0.0
54000;0.0
54060;0.0
54060;0.0
54120;0.0
54120;0.0
54180;0.0
54180;0.0
54240;0.0
54240;0.0
54300;0.0
54300;0.0
54360;0.0
54360;0.0
54420;0.0
54420;0.0
54480;0.0
54480;0.0
54540;0.0
54540;0.0
54600;0.0
54600;0.0
54660;0.0
54660;0.0
54720;0.0
54720;0.0
54780;0.0
54780;0.0
54840;0.0
54840;0.0
54900;0.0
54900;0.0
54960;0.0
54960;0.0
55020;0.0
55020;0.0
55080;0.0
55080;0.0
55140;0.0
55140;0.0
55200;0.0
55200;0.0
55260;0.0
55260;0.0
55320;0.0
55320;0.0
55380;0.0
55380;0.0
55440;0.0
55440;0.0
55500;0.0
55500;0.0
55560;0.0
55560;0.0
55620;0.0
55620;0.0
55680;0.0
55680;0.0
55740;0.0
55740;0.0
55800;0.0
55800;0.0
55860;0.0
55860;0.0
55920;0.0
55920;0.0
55980;0.0
55980;0.0
56040;0.0
56040;0.0
56100;0.0
56100;0.0
56160;0.0
56160;0.0
56220;0.0
56220;0.0
56280;0.0
56280;0.0
56340;0.0
56340;0.0
56400;0.0
56400;0.0
56460;0.0
56460;0.0
56520;0.0
56520;0.0
56580;0.0
56580;0.0
56640;0.0
56640;0.0
56700;0.0
56700;0.0
56760;0.0
56760;0.0
56820;0.0
56820;0.0
56880;0.0
56880;0.0
56940;0.0
56940;0.0
57000;0.0
57000;0.0
57060;0.0
57060;0.0
57120;0.0
57120;0.0
57180;0.0
57180;0.0
57240;0.0
57240;0.0
57300;0.0
57300;0.0
57360;0.0
57360;0.0
57420;0.0
57420;0.0
57480;0.0
57480;0.0
57540;0.0
57540;0.0
57600;0.0
57600;0.0
57660;0.0
57660;0.0
57720;0.0
57720;0.0
57780;0.0
57780;0.0
57840;0.0
57840;0.0
57900;0.0
57900;0.0
57960;0.0
57960;0.0
58020;0.0
58020;0.0
58080;0.0
58080;0.0
58140;0.0
58140;0.0
58200;0.0
58200;0.0
58260;0.0
58260;0.0
58320;0.0
58320;0.0
58380;0.0
58380;0.0
58440;0.0
58440;0.0
58500;66.229735
58500;906.3346296
58560;119.35574
58560;906.3346296
58620;162.44595
58620;906.3346296
58680;154.744551
58680;906.3346296
58740;177.089979
58740;906.3346296
58800;150.90621
58800;906.3346296
58860;170.08704
58860;906.3346296
58920;134.23536
58920;906.3346296
58980;331.837935
58980;906.3346296
59040;2013.922272
59040;906.3346296
59100;2032.267584
59100;906.3346296
59160;2004.263808
59160;906.3346296
59220;2023.32672
59220;906.3346296
59280;2041.49376
59280;906.3346296
59340;2012.8128
59340;906.3346296
59400;2040.140352
59400;913.6856229333333
59460;1998.124032
59460;913.6856229333333
59520;2023.459776
59520;913.6856229333333
59580;1995.309312
59580;913.6856229333333
59640;2028.096576
59640;913.6856229333333
59700;1996.161024
59700;913.6856229333333
59760;552.525687
59760;913.6856229333333
59820;147.718924
59820;913.6856229333333
59880;137.541888
59880;913.6856229333333
59940;155.996288
59940;913.6856229333333
60000;130.246299
60000;913.6856229333333
60060;168.173568
60060;913.6856229333333
60120;106.77933
60120;913.6856229333333
60180;94.445568
60180;913.6856229333333
60240;130.56572
60240;913.6856229333333
60300;121.9515
60300;149.9551685333333
60360;161.905679
60360;149.9551685333333
60420;176.990625
60420;149.9551685333333
60480;146.33332
60480;149.9551685333333
60540;173.06086
60540;149.9551685333333
60600;145.07046
60600;149.9551685333333
60660;188.764668
60660;149.9551685333333
60720;88.4058
60720;149.9551685333333
60780;117.010432
60780;149.9551685333333
60840;173.787341
60840;149.9551685333333
60900;135.315969
60900;149.9551685333333
60960;164.55528
60960;149.9551685333333
61020;150.382568
61020;149.9551685333333
61080;151.517898
61080;149.9551685333333
61140;154.275128
61140;149.9551685333333
61200;142.072704
61200;167.11376073333332
61260;171.58086
61260;167.11376073333332
61320;99.13293
61320;167.11376073333332
61380;94.5507
61380;167.11376073333332
61440;106.020684
61440;167.11376073333332
61500;194.79336
61500;167.11376073333332
61560;239.327564
61560;167.11376073333332
61620;152.75808
61620;167.11376073333332
61680;218.58576
61680;167.11376073333332
61740;207.109793
61740;167.11376073333332
61800;169.5456
61800;167.11376073333332
61860;215.87571
61860;167.11376073333332
61920;186.858018
61920;167.11376073333332
61980;199.81808
61980;167.11376073333332
62040;108.676568
62040;167.11376073333332
62100;99.930348
62100;163.648041
62160;151.759998
62160;163.648041
62220;286.652289
62220;163.648041
62280;292.921008
62280;163.648041
62340;300.5829
62340;163.648041
62400;296.20425
62400;163.648041
62460;195.74251
62460;163.648041
62520;100.34136
62520;163.648041
62580;312.36975
62580;163.648041
62640;287.90921
62640;163.648041
62700;85.442292
62700;163.648041
62760;44.8647
62760;163.648041
62820;0.0
62820;163.648041
62880;0.0
62880;163.648041
62940;0.0
62940;163.648041
63000;0.0
63000;0.0
63060;0.0
63060;0.0
63120;0.0
63120;0.0
63180;0.0
63180;0.0
63240;0.0
63240;0.0
63300;0.0
63300;0.0
63360;0.0
63360;0.0
63420;0.0
63420;0.0
63480;0.0
63480;0.0
63540;0.0
63540;0.0
63600;0.0
63600;0.0
63660;0.0
63660;0.0
63720;0.0
63720;0.0
63780;0.0
63780;0.0
63840;0.0
63840;0.0
63900;0.0
63900;0.0
63960;0.0
63960;0.0
64020;0.0
64020;0.0
64080;0.0
64080;0.0
64140;0.0
64140;0.0
64200;0.0
64200;0.0
64260;0.0
64260;0.0
64320;0.0
64320;0.0
64380;0.0
64380;0.0
64440;0.0
64440;0.0
64500;0.0
64500;0.0
64560;0.0
64560;0.0
64620;0.0
64620;0.0
64680;0.0
64680;0.0
64740;0.0
64740;0.0
64800;0.0
64800;0.0
64860;0.0
64860;0.0
64920;0.0
64920;0.0
64980;0.0
64980;0.0
65040;0.0
65040;0.0
65100;0.0
65100;0.0
65160;0.0
65160;0.0
65220;0.0
65220;0.0
65280;0.0
65280;0.0
65340;0.0
65340;0.0
65400;0.0
65400;0.0
65460;0.0
65460;0.0
65520;0.0
65520;0.0
65580;0.0
65580;0.0
65640;0.0
65640;0.0
65700;0.0
65700;0.0
65760;0.0
65760;0.0
65820;0.0
65820;0.0
65880;0.0
65880;0.0
65940;0.0
65940;0.0
66000;0.0
66000;0.0
66060;0.0
66060;0.0
66120;0.0
66120;0.0
66180;0.0
66180;0.0
66240;0.0
66240;0.0
66300;0.0
66300;0.0
66360;0.0
66360;0.0
66420;0.0
66420;0.0
66480;0.0
66480;0.0
66540;0.0
66540;0.0
66600;0.0
66600;0.0
66660;0.0
66660;0.0
66720;0.0
66720;0.0
66780;0.0
66780;0.0
66840;0.0
66840;0.0
66900;0.0
66900;0.0
66960;0.0
66960;0.0
67020;0.0
67020;0.0
67080;0.0
67080;0.0
67140;0.0
67140;0.0
67200;0.0
67200;0.0
67260;0.0
67260;0.0
67320;0.0
67320;0.0
67380;0.0
67380;0.0
67440;0.0
67440;0.0
67500;0.0
67500;0.0
67560;0.0
67560;0.0
67620;0.0
67620;0.0
67680;0.0
67680;0.0
67740;0.0
67740;0.0
67800;0.0
67800;0.0
67860;0.0
67860;0.0
67920;0.0
67920;0.0
67980;0.0
67980;0.0
68040;0.0
68040;0.0
68100;0.0
68100;0.0
68160;0.0
68160;0.0
68220;0.0
68220;0.0
68280;0.0
68280;0.0
68340;0.0
68340;0.0
68400;0.0
68400;0.0
68460;0.0
68460;0.0
68520;0.0
68520;0.0
68580;0.0
68580;0.0
68640;0.0
68640;0.0
68700;0.0
68700;0.0
68760;0.0
68760;0.0
68820;0.0
68820;0.0
68880;0.0
68880;0.0
68940;0.0
68940;0.0
69000;0.0
69000;0.0
69060;0.0
69060;0.0
69120;0.0
69120;0.0
69180;0.0
69180;0.0
69240;0.0
69240;0.0
69300;0.0
69300;0.0
69360;0.0
69360;0.0
69420;0.0
69420;0.0
69480;0.0
69480;0.0
69540;0.0
69540;0.0
69600;0.0
69600;0.0
69660;0.0
69660;0.0
69720;0.0
69720;0.0
69780;0.0
69780;0.0
69840;0.0
69840;0.0
69900;0.0
69900;0.0
69960;0.0
69960;0.0
70020;0.0
70020;0.0
70080;0.0
70080;0.0
70140;0.0
70140;0.0
70200;0.0
70200;0.0
70260;0.0
70260;0.0
70320;0.0
70320;0.0
70380;0.0
70380;0.0
70440;0.0
70440;0.0
70500;0.0
70500;0.0
70560;0.0
70560;0.0
70620;0.0
70620;0.0
70680;0.0
70680;0.0
70740;0.0
70740;0.0
70800;0.0
70800;0.0
70860;0.0
70860;0.0
70920;0.0
70920;0.0
70980;0.0
70980;0.0
71040;0.0
71040;0.0
71100;0.0
71100;0.0
71160;0.0
71160;0.0
71220;0.0
71220;0.0
71280;0.0
71280;0.0
71340;0.0
71340;0.0
71400;0.0
71400;0.0
71460;0.0
71460;0.0
71520;0.0
71520;0.0
71580;0.0
71580;0.0
71640;0.0
71640;0.0
71700;0.0
71700;0.0
71760;0.0
71760;0.0
71820;0.0
71820;0.0
71880;0.0
71880;0.0
71940;0.0
71940;0.0
72000;0.0
72000;0.0
72060;0.0
72060;0.0
72120;0.0
72120;0.0
72180;0.0
72180;0.0
72240;0.0
72240;0.0
72300;0.0
72300;0.0
72360;0.0
72360;0.0
72420;0.0
72420;0.0
72480;0.0
72480;0.0
72540;0.0
72540;0.0
72600;0.0
72600;0.0
72660;0.0
72660;0.0
72720;0.0
72720;0.0
72780;0.0
72780;0.0
72840;0.0
72840;0.0
72900;0.0
72900;0.0
72960;0.0
72960;0.0
73020;0.0
73020;0.0
73080;0.0
73080;0.0
73140;0.0
73140;0.0
73200;0.0
73200;0.0
73260;0.0
73260;0.0
73320;0.0
73320;0.0
73380;0.0
73380;0.0
73440;0.0
73440;0.0
73500;0.0
73500;0.0
73560;0.0
73560;0.0
73620;0.0
73620;0.0
73680;0.0
73680;0.0
73740;0.0
73740;0.0
73800;0.0
73800;0.0
73860;0.0
73860;0.0
73920;0.0
73920;0.0
73980;0.0
73980;0.0
74040;0.0
74040;0.0
74100;0.0
74100;0.0
74160;0.0
74160;0.0
74220;0.0
74220;0.0
74280;0.0
74280;0.0
74340;0.0
74340;0.0
74400;0.0
74400;0.0
74460;0.0
74460;0.0
74520;0.0
74520;0.0
74580;0.0
74580;0.0
74640;0.0
74640;0.0
74700;0.0
74700;0.0
74760;0.0
74760;0.0
74820;0.0
74820;0.0
74880;0.0
74880;0.0
74940;0.0
74940;0.0
75000;0.0
75000;0.0
75060;0.0
75060;0.0
75120;0.0
75120;0.0
75180;0.0
75180;0.0
75240;0.0
75240;0.0
75300;0.0
75300;0.0
75360;0.0
75360;0.0
75420;0.0
75420;0.0
75480;0.0
75480;0.0
75540;0.0
75540;0.0
75600;0.0
75600;0.0
75660;0.0
75660;0.0
75720;0.0
75720;0.0
75780;0.0
75780;0.0
75840;0.0
75840;0.0
75900;0.0
75900;0.0
75960;0.0
75960;0.0
76020;0.0
76020;0.0
76080;0.0
76080;0.0
76140;0.0
76140;0.0
76200;0.0
76200;0.0
76260;0.0
76260;0.0
76320;0.0
76320;0.0
76380;0.0
76380;0.0
76440;0.0
76440;0.0
76500;0.0
76500;0.0
76560;0.0
76560;0.0
76620;0.0
76620;0.0
76680;0.0
76680;0.0
76740;0.0
76740;0.0
76800;0.0
76800;0.0
76860;0.0
76860;0.0
76920;0.0
76920;0.0
76980;0.0
76980;0.0
77040;0.0
77040;0.0
77100;0.0
77100;0.0
77160;0.0
77160;0.0
77220;0.0
77220;0.0
77280;0.0
77280;0.0
77340;0.0
77340;0.0
77400;0.0
77400;0.0
77460;0.0
77460;0.0
77520;0.0
77520;0.0
77580;0.0
77580;0.0
77640;0.0
77640;0.0
77700;0.0
77700;0.0
77760;0.0
77760;0.0
77820;0.0
77820;0.0
77880;0.0
77880;0.0
77940;0.0
77940;0.0
78000;0.0
78000;0.0
78060;0.0
78060;0.0
78120;0.0
78120;0.0
78180;0.0
78180;0.0
78240;0.0
78240;0.0
78300;0.0
78300;0.0
78360;0.0
78360;0.0
78420;0.0
78420;0.0
78480;0.0
78480;0.0
78540;0.0
78540;0.0
78600;0.0
78600;0.0
78660;0.0
78660;0.0
78720;0.0
78720;0.0
78780;0.0
78780;0.0
78840;0.0
78840;0.0
78900;0.0
78900;0.0
78960;0.0
78960;0.0
79020;0.0
