time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY
0;133.0;167.6375
60;133.0;167.6375
120;133.0;167.6375
180;133.0;167.6375
240;133.0;167.6375
300;133.0;167.6375
360;133.0;167.6375
420;133.0;167.6375
480;133.0;167.6375
540;133.0;167.6375
600;133.0;167.6375
660;133.0;167.6375
720;133.0;167.6375
780;133.0;167.6375
840;133.0;167.6375
900;133.0;159.1375
960;133.0;159.1375
1020;133.0;159.1375
1080;133.0;159.1375
1140;133.0;159.1375
1200;133.0;159.1375
1260;133.0;159.1375
1320;133.0;159.1375
1380;235.0;159.1375
1440;235.0;159.1375
1500;235.0;159.1375
1560;235.0;159.1375
1620;235.0;159.1375
1680;235.0;159.1375
1740;235.0;159.1375
1800;235.0;162.9625
1860;235.0;162.9625
1920;235.0;162.9625
1980;235.0;162.9625
2040;235.0;162.9625
2100;235.0;162.9625
2160;235.0;162.9625
2220;133.0;162.9625
2280;133.0;162.9625
2340;133.0;162.9625
2400;133.0;162.9625
2460;133.0;162.9625
2520;133.0;162.9625
2580;133.0;162.9625
2640;133.0;162.9625
2700;133.0;162.75
2760;133.0;162.75
2820;133.0;162.75
2880;133.0;162.75
2940;133.0;162.75
3000;133.0;162.75
3060;133.0;162.75
3120;133.0;162.75
3180;133.0;162.75
3240;133.0;162.75
3300;133.0;162.75
3360;133.0;162.75
3420;133.0;162.75
3480;133.0;162.75
3540;133.0;162.75
3600;133.0;158.075
3660;133.0;158.075
3720;133.0;158.075
3780;133.0;158.075
3840;133.0;158.075
3900;133.0;158.075
3960;133.0;158.075
4020;133.0;158.075
4080;133.0;158.075
4140;133.0;158.075
4200;133.0;158.075
4260;133.0;158.075
4320;133.0;158.075
4380;133.0;158.075
4440;133.0;158.075
4500;133.0;148.72500000000002
4560;133.0;148.72500000000002
4620;133.0;148.72500000000002
4680;235.0;148.72500000000002
4740;235.0;148.72500000000002
4800;235.0;148.72500000000002
4860;235.0;148.72500000000002
4920;235.0;148.72500000000002
4980;235.0;148.72500000000002
5040;235.0;148.72500000000002
5100;235.0;148.72500000000002
5160;235.0;148.72500000000002
5220;235.0;148.72500000000002
5280;235.0;148.72500000000002
5340;235.0;148.72500000000002
5400;235.0;171.4625
5460;235.0;171.4625
5520;133.0;171.4625
5580;133.0;171.4625
5640;133.0;171.4625
5700;133.0;171.4625
5760;133.0;171.4625
5820;133.0;171.4625
5880;133.0;171.4625
5940;133.0;171.4625
6000;133.0;171.4625
6060;133.0;171.4625
6120;133.0;171.4625
6180;133.0;171.4625
6240;133.0;171.4625
6300;133.0;158.075
6360;133.0;158.075
6420;133.0;158.075
6480;133.0;158.075
6540;133.0;158.075
6600;133.0;158.075
6660;133.0;158.075
6720;133.0;158.075
6780;133.0;158.075
6840;133.0;158.075
6900;133.0;158.075
6960;133.0;158.075
7020;133.0;158.075
7080;133.0;158.075
7140;133.0;158.075
7200;133.0;154.67499999999998
7260;133.0;154.67499999999998
7320;133.0;154.67499999999998
7380;133.0;154.67499999999998
7440;133.0;154.67499999999998
7500;133.0;154.67499999999998
7560;133.0;154.67499999999998
7620;133.0;154.67499999999998
7680;133.0;154.67499999999998
7740;133.0;154.67499999999998
7800;133.0;154.67499999999998
7860;133.0;154.67499999999998
7920;133.0;154.67499999999998
7980;235.0;154.67499999999998
