time;C-temperature.inside;W-power.real.c.HEAT
0;18.49845445793839;0.0
60;18.496910340215564;2191.3066952729814
120;18.49537329803247;2530.3568776749703
180;18.493844177613386;2890.545714293022
240;18.492323876200263;3273.1051425718683
300;18.490813345018655;3679.3385349168907
360;18.489313592415606;4110.624839290516
420;18.487825687179473;4568.422959805262
480;18.486350762052187;5054.2763912187875
540;18.48489001744513;5569.81812205345
600;18.483402861231436;6123.400821906763
660;18.481932561004704;6709.278406759715
720;18.480480559133948;7317.450821732729
780;18.479048349488536;7500.0
840;18.477636320993906;7500.0
900;18.47624438971642;7500.0
960;18.47487247206541;7500.0
1020;18.473520484791763;7500.0
1080;18.472188344986527;7500.0
1140;18.470875970079526;7500.0
1200;18.469583277837973;7500.0
1260;18.4683101863651;7500.0
1320;18.467056614098766;7500.0
1380;18.465822479810118;7500.0
1440;18.46460770260221;7500.0
1500;18.463412201908646;7500.0
1560;18.46223589749225;7500.0
1620;18.461078709443697;7500.0
1680;18.45994055818019;7500.0
1740;18.45882136444412;7500.0
1800;18.45772104930174;7500.0
1860;18.456639534141836;7500.0
1920;18.455576740674427;7500.0
1980;18.454532590929432;7500.0
2040;18.45350700725538;7500.0
2100;18.45249991231809;7500.0
2160;18.451511229099395;7500.0
2220;18.450540880895844;7500.0
2280;18.449588791317414;7500.0
2340;18.448654884286228;7500.0
2400;18.447739084035284;7500.0
2460;18.44684131510719;7500.0
2520;18.44596150235289;7500.0
2580;18.44509957093041;7500.0
2640;18.444255446303604;7500.0
2700;18.4434290542409;7500.0
2760;18.442620320814065;7500.0
2820;18.441829172396957;7500.0
2880;18.44109739980332;7500.0
2940;18.440383027287375;7500.0
3000;18.439685982265512;7500.0
3060;18.439006192450716;7500.0
3120;18.438343585851367;7500.0
3180;18.43769809077003;7500.0
3240;18.43706963580226;7500.0
3300;18.436458149835396;7500.0
3360;18.435863562047377;7500.0
3420;18.43528580190555;7500.0
3480;18.43472479916549;7500.0
3540;18.434180483869824;7500.0
3600;18.43366512836917;7500.0
3660;18.43316713679597;7500.0
3720;18.432685612411774;7500.0
3780;18.43222048644074;7500.0
3840;18.431729826249065;7500.0
3900;18.431255466341987;7500.0
3960;18.430797338639763;7500.0
4020;18.430355375340863;7500.0
4080;18.429929508920825;7500.0
4140;18.429519672131132;7500.0
4200;18.42912579799808;7500.0
4260;18.42874781982165;7500.0
4320;18.428385671174404;7500.0
4380;18.42803928590036;7500.0
4440;18.427708598113895;7500.0
4500;18.427393542198622;7500.0
4560;18.42709405280631;7500.0
4620;18.42681006485578;7500.0
4680;18.42654151353181;7500.0
4740;18.426288334284056;7500.0
4800;18.42605046282597;7500.0
4860;18.425827835133717;7500.0
4920;18.42562038744511;7500.0
4980;18.425428056258536;7500.0
5040;18.425250778331886;7500.0
5100;18.425088490681507;7500.0
5160;18.42494113058114;7500.0
5220;18.424808635560872;7500.0
5280;18.424690943406084;7500.0
5340;18.42458799215641;7500.0
5400;18.424499720104706;7500.0
5460;18.424426065796002;7500.0
5520;18.424366968026483;7500.0
5580;18.42432236584246;7500.0
5640;18.424292198539348;7500.0
5700;18.424276405660645;7500.0
5760;18.42427492699693;7500.0
5820;18.424287702584838;7500.0
5880;18.42431467270607;7500.0
5940;18.424355777886387;7500.0
6000;18.424410958894605;7500.0
6060;18.42448015674161;7500.0
6120;18.424605176818392;7500.0
6180;18.424744057896895;7500.0
6240;18.424896741851914;7500.0
6300;18.425063170795806;7500.0
6360;18.425243287077507;7500.0
6420;18.425437033281572;7500.0
6480;18.425644352227206;7500.0
6540;18.425865186967318;7500.0
6600;18.426099480787553;7500.0
6660;18.426347177205344;7500.0
6720;18.426608219968976;7500.0
6780;18.426882553056636;7500.0
6840;18.427170120675466;7500.0
6900;18.427470867260638;7500.0
6960;18.427784737474425;7500.0
7020;18.428111676205265;7500.0
7080;18.42840976442782;7500.0
7140;18.42872085020022;7500.0
7200;18.429020194896033;7500.0
7260;18.429330797117693;7500.0
7320;18.429654257998667;7500.0
7380;18.429990523533252;7500.0
7440;18.43033953993648;7500.0
7500;18.430701253643193;7500.0
7560;18.431075611307172;7500.0
7620;18.431462559800227;7500.0
7680;18.43186204621131;7500.0
7740;18.432274017845625;7500.0
7800;18.43269842222375;7500.0
7860;18.433135207080756;7500.0
7920;18.43358432036533;7500.0
7980;18.4340457102389;7500.0
8040;18.434519325074774;7500.0
8100;18.43500511345726;7500.0
8160;18.43550302418083;7500.0
8220;18.436013006249222;7500.0
8280;18.436535008874632;7500.0
8340;18.437068981476827;7500.0
8400;18.437614873682307;7500.0
8460;18.438172635323472;7500.0
8520;18.438742216437767;7500.0
8580;18.43932356726685;7500.0
8640;18.439916638255756;7500.0
8700;18.440521380052072;7500.0
8760;18.441137743505102;7500.0
8820;18.441765679665046;7500.0
8880;18.442405139782185;7500.0
8940;18.443056075306057;7500.0
9000;18.443718437884645;7500.0
9060;18.444392179363568;7500.0
9120;18.445077251785268;7500.0
9180;18.445773607388215;7500.0
9240;18.446481198606104;7500.0
9300;18.44719997806705;7500.0
9360;18.447971762731825;7500.0
9420;18.448754602894894;7500.0
9480;18.44954845190652;7500.0
9540;18.450353263307655;7500.0
9600;18.45116899082915;7500.0
9660;18.45199558839099;7500.0
9720;18.45283301010151;7500.0
9780;18.45368121025664;7500.0
9840;18.454540143339127;7500.0
9900;18.45540976401778;7500.0
9960;18.4562900271467;7500.0
10020;18.457180887764537;7500.0
10080;18.458082301093725;7500.0
10140;18.458994222539733;7500.0
10200;18.459916607690324;7500.0
10260;18.460849412314808;7500.0
10320;18.46175072822427;7500.0
10380;18.462662414269012;7500.0
10440;18.463584426614915;7500.0
10500;18.464516721607048;7500.0
10560;18.465459255768927;7500.0
10620;18.46641198580179;7500.0
10680;18.467374868583878;7500.0
10740;18.468347861169693;7500.0
10800;18.469343262811417;7500.0
10860;18.470349504433162;7500.0
10920;18.47136571597874;7500.0
10980;18.472391855245593;7500.0
11040;18.47342788020367;7500.0
11100;18.47447374899474;7500.0
11160;18.475529419931686;7500.0
11220;18.476594851497808;7500.0
11280;18.477670002346116;7500.0
11340;18.47875483129865;7500.0
11400;18.479849297345787;7500.0
11460;18.480953359645543;7500.0
11520;18.482066977522905;7500.0
11580;18.483190110469135;7500.0
11640;18.484322718141094;7500.0
11700;18.485464760360575;7500.0
11760;18.486616197113616;7500.0
11820;18.48777698854984;7500.0
11880;18.488947094981775;7500.0
11940;18.490126476884207;7500.0
12000;18.491315094893498;7500.0
12060;18.492512909806933;7500.0
12120;18.49371988258207;7500.0
12180;18.494935974336077;7500.0
12240;18.49616114634508;7500.0
12300;18.497395360043523;7500.0
12360;18.498638577023506;7500.0
12420;18.499890759034155;7500.0
12480;18.501151867980976;7500.0
12540;18.502421865925214;0.0
12600;18.503723219187545;0.0
12660;18.50501406852855;0.0
12720;18.50629445739491;0.0
12780;18.50756442905582;0.0
12840;18.508824026603673;0.0
12900;18.510073292954825;0.0
12960;18.511312270850294;0.0
13020;18.512541002856473;0.0
13080;18.51375953136585;0.0
13140;18.514967898597718;0.0
13200;18.516166146598884;0.0
13260;18.51735431724437;0.0
13320;18.518532452238105;0.0
13380;18.51970059311365;0.0
13440;18.520858781234868;0.0
13500;18.522007057796625;0.0
13560;18.523103599686472;0.0
13620;18.524190350483476;0.0
13680;18.525267350736033;0.0
13740;18.52633464082687;0.0
13800;18.527392260973727;0.0
13860;18.528440251230023;0.0
13920;18.52947865148554;0.0
13980;18.53050750146708;0.0
14040;18.53152684073914;0.0
14100;18.53253670870456;0.0
14160;18.533537144605194;0.0
14220;18.53452818752258;0.0
14280;18.535509876378562;0.0
14340;18.536482249935975;0.0
14400;18.53745768882139;0.0
14460;18.538424705000757;0.0
14520;18.539382509128515;0.0
14580;18.540331139382875;0.0
14640;18.54127063378607;0.0
14700;18.542201030204975;0.0
14760;18.543122366351756;0.0
14820;18.5440346797845;0.0
14880;18.54493800790783;0.0
14940;18.54583238797356;0.0
15000;18.546717857081294;0.0
15060;18.547594452179055;0.0
15120;18.548462210063906;0.0
