time;W-power.real.c.ELECTRICITY;Wh-energy.c.ELECTRICITY
0;118.0;1.9666666666666666
60;118.0;1.9666666666666666
120;118.0;1.9666666666666666
180;118.0;1.9666666666666666
240;118.0;1.9666666666666666
300;118.0;1.9666666666666666
360;118.0;1.9666666666666666
420;118.0;1.9666666666666666
480;118.0;1.9666666666666666
540;118.0;1.9666666666666666
600;118.0;1.9666666666666666
660;118.0;1.9666666666666666
720;118.0;1.9666666666666666
780;118.0;1.9666666666666666
840;193.0;3.216666666666667
900;193.0;3.216666666666667
960;193.0;3.216666666666667
1020;193.0;3.216666666666667
1080;193.0;3.216666666666667
1140;193.0;3.216666666666667
1200;193.0;3.216666666666667
1260;193.0;3.216666666666667
1320;193.0;3.216666666666667
1380;193.0;3.216666666666667
1440;193.0;3.216666666666667
1500;193.0;3.216666666666667
1560;118.0;1.9666666666666666
1620;118.0;1.9666666666666666
1680;118.0;1.9666666666666666
1740;118.0;1.9666666666666666
1800;118.0;1.9666666666666666
1860;118.0;1.9666666666666666
1920;118.0;1.9666666666666666
1980;118.0;1.9666666666666666
2040;118.0;1.9666666666666666
2100;118.0;1.9666666666666666
2160;118.0;1.9666666666666666
2220;118.0;1.9666666666666666
2280;118.0;1.9666666666666666
2340;177.0;2.95
2400;177.0;2.95
2460;177.0;2.95
2520;177.0;2.95
2580;177.0;2.95
2640;177.0;2.95
2700;177.0;2.95
2760;177.0;2.95
2820;177.0;2.95
2880;177.0;2.95
2940;177.0;2.95
3000;177.0;2.95
3060;177.0;2.95
3120;177.0;2.95
3180;118.0;1.9666666666666666
3240;118.0;1.9666666666666666
3300;118.0;1.9666666666666666
3360;118.0;1.9666666666666666
3420;118.0;1.9666666666666666
3480;118.0;1.9666666666666666
3540;118.0;1.9666666666666666
3600;118.0;1.9666666666666666
3660;118.0;1.9666666666666666
3720;118.0;1.9666666666666666
3780;118.0;1.9666666666666666
3840;118.0;1.9666666666666666
3900;118.0;1.9666666666666666
3960;118.0;1.9666666666666666
4020;193.0;3.216666666666667
4080;193.0;3.216666666666667
4140;193.0;3.216666666666667
4200;193.0;3.216666666666667
4260;193.0;3.216666666666667
4320;193.0;3.216666666666667
4380;193.0;3.216666666666667
4440;193.0;3.216666666666667
4500;193.0;3.216666666666667
4560;193.0;3.216666666666667
4620;193.0;3.216666666666667
4680;193.0;3.216666666666667
4740;118.0;1.9666666666666666
4800;118.0;1.9666666666666666
4860;118.0;1.9666666666666666
4920;118.0;1.9666666666666666
4980;118.0;1.9666666666666666
5040;118.0;1.9666666666666666
5100;118.0;1.9666666666666666
5160;118.0;1.9666666666666666
5220;118.0;1.9666666666666666
5280;118.0;1.9666666666666666
5340;118.0;1.9666666666666666
5400;118.0;1.9666666666666666
5460;118.0;1.9666666666666666
5520;118.0;1.9666666666666666
5580;118.0;1.9666666666666666
5640;118.0;1.9666666666666666
5700;177.0;2.95
5760;177.0;2.95
5820;177.0;2.95
5880;177.0;2.95
5940;177.0;2.95
6000;177.0;2.95
6060;177.0;2.95
6120;177.0;2.95
6180;177.0;2.95
6240;177.0;2.95
6300;177.0;2.95
6360;177.0;2.95
6420;177.0;2.95
6480;177.0;2.95
6540;118.0;1.9666666666666666
6600;118.0;1.9666666666666666
