time;C-temperature.inside;W-power.real.c.HEAT
0;18.498399955568722;0.0
60;18.496801385704455;2212.152555388483
120;18.495209995231377;2556.7721582223294
180;18.493626644338672;2925.505565228725
240;18.492052251854503;3321.592631313691
300;18.490487803363127;3730.6644111955443
360;18.48893431383373;4172.067538746363
420;18.487392877437085;4637.119758293925
480;18.48586464480146;5135.605898392221
540;18.484350848033568;5663.138773258312
600;18.4828527890519;6222.83414097083
660;18.481371847336547;6811.313342209193
720;18.479909470882216;7440.706215248136
780;18.478467207221822;7500.0
840;18.477045125778396;7500.0
900;18.475643142618168;7500.0
960;18.474261174150325;7500.0
1020;18.472899137125612;7500.0
1080;18.47155694863494;7500.0
1140;18.470234526107998;7500.0
1200;18.468931787311853;7500.0
1260;18.4676486503496;7500.0
1320;18.46638503365896;7500.0
1380;18.465170871808727;7500.0
1440;18.463976040442105;7500.0
1500;18.46280045909554;7500.0
1560;18.461644047634262;7500.0
1620;18.460506726250948;7500.0
1680;18.45938841546438;7500.0
1740;18.458311153021754;7500.0
1800;18.457252722803972;7500.0
1860;18.456213046376046;7500.0
1920;18.455192045623487;7500.0
1980;18.454189642751004;7500.0
2040;18.453205760281193;7500.0
2100;18.452240321053246;7500.0
2160;18.45129324822165;7500.0
2220;18.450364465254903;7500.0
2280;18.449453895934237;7500.0
2340;18.448561464352327;7500.0
2400;18.447657079114247;7500.0
2460;18.44677070839148;7500.0
2520;18.44590227710047;7500.0
2580;18.44505171046448;7500.0
2640;18.444196817108704;7500.0
2700;18.443359660152378;7500.0
2760;18.44254016565583;7500.0
2820;18.441738259981538;7500.0
2880;18.440953869792875;7500.0
2940;18.440186922052902;7500.0
3000;18.439437344023126;7500.0
3060;18.438705063262297;7500.0
3120;18.43799000762518;7500.0
3180;18.437292105261356;7500.0
3240;18.436611284614013;7500.0
3300;18.435947474418747;7500.0
3360;18.43530060370237;7500.0
3420;18.43467060178172;7500.0
3480;18.43405739826247;7500.0
3540;18.433460923037966;7500.0
3600;18.432893448310146;7500.0
3660;18.432343378063372;7500.0
3720;18.43180981541173;7500.0
3780;18.431292691432503;7500.0
3840;18.43079193748463;7500.0
3900;18.430307485207557;7500.0
3960;18.429839266520073;7500.0
4020;18.42938721361919;7500.0
4080;18.428951258978998;7500.0
4140;18.428531335349525;7500.0
4200;18.42812737575563;7500.0
4260;18.427739313495856;7500.0
4320;18.427367082141334;7500.0
4380;18.427010615534662;7500.0
4440;18.426669847788787;7500.0
4500;18.426344713285918;7500.0
4560;18.42603514667641;7500.0
4620;18.425741082877675;7500.0
4680;18.4254624570731;7500.0
4740;18.425199204710946;7500.0
4800;18.424981277301065;7500.0
4860;18.424778567358526;7500.0
4920;18.424591011222738;7500.0
4980;18.424418545493268;7500.0
5040;18.42426110702878;7500.0
5100;18.42411863294598;7500.0
5160;18.423991060618555;7500.0
5220;18.42387832767613;7500.0
5280;18.423802488906862;7500.0
5340;18.42374134516301;7500.0
5400;18.423694834911625;7500.0
5460;18.423662896871242;7500.0
5520;18.423645470010825;7500.0
5580;18.423642493548773;7500.0
5640;18.423653906951877;7500.0
5700;18.423679649934318;7500.0
5760;18.423719662456662;7500.0
5820;18.42374386892705;7500.0
5880;18.4237822532555;7500.0
5940;18.423834756032704;7500.0
6000;18.423901318092163;7500.0
6060;18.423981880509178;7500.0
6120;18.424076384599868;7500.0
6180;18.424162655016556;7500.0
6240;18.424262770840148;7500.0
6300;18.42437667402746;7500.0
6360;18.42450430677252;7500.0
6420;18.4246456115056;7500.0
6480;18.424800530892263;7500.0
6540;18.424969007832388;7500.0
6600;18.42515098545922;7500.0
6660;18.425346407138413;7500.0
6720;18.425555216467092;7500.0
6780;18.425777357272892;7500.0
6840;18.426012773613024;7500.0
6900;18.42626140977334;7500.0
6960;18.426523210267387;7500.0
7020;18.4267981198355;7500.0
7080;18.427086083443854;7500.0
7140;18.427387046283553;7500.0
7200;18.427676269725467;7500.0
7260;18.42797675236936;7500.0
7320;18.428290095346032;7500.0
7380;18.428616244647127;7500.0
7440;18.428955146485023;7500.0
7500;18.429306747291935;7500.0
7560;18.429670993719018;7500.0
7620;18.430047832635463;7500.0
7680;18.430437211127618;7500.0
7740;18.430839076498096;7500.0
7800;18.431253376264888;7500.0
7860;18.43168005816049;7500.0
7920;18.432119070131034;7500.0
7980;18.432570360335383;7500.0
8040;18.433033877144307;7500.0
8100;18.43350956913958;7500.0
8160;18.433997385113145;7500.0
8220;18.434527289864025;7500.0
8280;18.43506918914219;7500.0
8340;18.43562303246789;7500.0
8400;18.4361887695677;7500.0
8460;18.43676635037367;7500.0
8520;18.437355725022506;7500.0
8580;18.437956843854714;7500.0
