time;C-temperature.inside;W-power.real.c.HEAT
0;18.498470255726698;0.0
60;18.496941921233276;2148.3001959643725
120;18.49539368052044;2482.5109026371765
180;18.49385324882949;2840.9216680718523
240;18.492321519289735;3220.608223508486
300;18.490799436205304;3624.8018171526546
360;18.489288003181322;4055.00088611756
420;18.487788286743026;4500.0
480;18.486301387146728;4500.0
540;18.484827251341006;4500.0
600;18.483365826491184;4500.0
660;18.48191705997845;4500.0
720;18.48048089939897;4500.0
780;18.47905729256301;4500.0
840;18.47764618749406;4500.0
900;18.476247532427973;4500.0
960;18.47486127581208;4500.0
1020;18.47348736630435;4500.0
1080;18.472125752772506;4500.0
1140;18.47077638429318;4500.0
1200;18.469439210151066;4500.0
1260;18.46811417983805;4500.0
1320;18.466801243052387;4500.0
1380;18.465500349697844;4500.0
1440;18.464211449882868;4500.0
1500;18.462934493919736;4500.0
1560;18.461669432323745;4500.0
1620;18.460416215812362;4500.0
1680;18.45917479530441;4500.0
1740;18.457945121919245;4500.0
1800;18.45672714697593;4500.0
1860;18.455520821992426;4500.0
1920;18.454326098684778;4500.0
1980;18.453142928966304;4500.0
2040;18.451971264946796;4500.0
2100;18.450811058931702;4500.0
2160;18.44966226342135;4500.0
2220;18.448524831110127;4500.0
2280;18.44739871488571;4500.0
2340;18.44628386782826;4500.0
2400;18.44520551967093;4500.0
2460;18.444138324120967;4500.0
2520;18.443082234918005;4500.0
2580;18.442037205990694;4500.0
2640;18.441003191455923;4500.0
2700;18.439980145618055;4500.0
2760;18.438994879208273;4500.0
2820;18.43802046591332;4500.0
2880;18.43705686068751;4500.0
2940;18.436104018669216;4500.0
3000;18.435161895180112;4500.0
3060;18.434230445724417;4500.0
3120;18.433284349526858;4500.0
3180;18.43234886221007;4500.0
3240;18.431423939734746;4500.0
3300;18.430509538241523;4500.0
3360;18.42960561405024;4500.0
3420;18.428712123659203;4500.0
3480;18.427829023744472;4500.0
3540;18.42695627115912;4500.0
3600;18.426106164954632;4500.0
3660;18.425267135855165;4500.0
3720;18.424438313605314;4500.0
3780;18.423619655804025;4500.0
3840;18.42278426398337;4500.0
3900;18.421958977078354;4500.0
3960;18.421143753113423;4500.0
4020;18.420338550284523;4500.0
4080;18.419543326958415;4500.0
4140;18.418758041671975;4500.0
4200;18.41798265313149;4500.0
4260;18.417217120211976;4500.0
4320;18.416461401956486;4500.0
4380;18.415715457575416;4500.0
4440;18.41497924644584;4500.0
4500;18.414252728110807;4500.0
4560;18.413535862278678;4500.0
4620;18.412828608822448;4500.0
4680;18.41213092777907;4500.0
4740;18.41144277934879;4500.0
4800;18.410764123894474;4500.0
4860;18.41009492194095;4500.0
4920;18.40943513417434;4500.0
4980;18.408784721441414;4500.0
5040;18.408143644748915;4500.0
5100;18.40751186526292;4500.0
5160;18.406889344308187;4500.0
5220;18.4062760433675;4500.0
5280;18.405671924081037;4500.0
5340;18.405076948245707;4500.0
5400;18.40449107781453;4500.0
5460;18.40391427489599;4500.0
5520;18.403371778214687;4500.0
5580;18.402838250432595;4500.0
5640;18.4023136542075;4500.0
5700;18.40179795234978;4500.0
