time;W-power.real.c.ELECTRICITY;W-power.plan.real.c.ELECTRICITY
0;136.0;175.47916666666669
60;136.0;175.47916666666669
120;136.0;175.47916666666669
180;136.0;175.47916666666669
240;136.0;175.47916666666669
300;136.0;175.47916666666669
360;136.0;175.47916666666669
420;136.0;175.47916666666669
480;136.0;175.47916666666669
540;136.0;175.47916666666669
600;136.0;175.47916666666669
660;136.0;175.47916666666669
720;136.0;175.47916666666669
780;136.0;175.47916666666669
840;136.0;175.47916666666669
900;136.0;175.12083333333334
960;136.0;175.12083333333334
1020;136.0;175.12083333333334
1080;136.0;175.12083333333334
1140;136.0;175.12083333333334
1200;136.0;175.12083333333334
1260;136.0;175.12083333333334
1320;136.0;175.12083333333334
1380;136.0;175.12083333333334
1440;136.0;175.12083333333334
1500;136.0;175.12083333333334
1560;136.0;175.12083333333334
1620;136.0;175.12083333333334
1680;136.0;175.12083333333334
1740;136.0;175.12083333333334
1800;136.0;153.025
1860;136.0;153.025
1920;136.0;153.025
1980;136.0;153.025
2040;186.0;153.025
2100;250.0;153.025
2160;250.0;153.025
2220;250.0;153.025
2280;250.0;153.025
2340;250.0;153.025
2400;250.0;153.025
2460;250.0;153.025
2520;250.0;153.025
2580;250.0;153.025
2640;250.0;153.025
2700;250.0;171.42916666666667
2760;250.0;171.42916666666667
2820;200.0;171.42916666666667
2880;136.0;171.42916666666667
2940;136.0;171.42916666666667
3000;136.0;171.42916666666667
3060;136.0;171.42916666666667
3120;136.0;171.42916666666667
3180;136.0;171.42916666666667
3240;136.0;171.42916666666667
3300;136.0;171.42916666666667
3360;136.0;171.42916666666667
3420;136.0;171.42916666666667
3480;136.0;171.42916666666667
3540;136.0;171.42916666666667
3600;136.0;165.64583333333331
3660;136.0;165.64583333333331
3720;136.0;165.64583333333331
3780;136.0;165.64583333333331
3840;136.0;165.64583333333331
3900;136.0;165.64583333333331
3960;136.0;165.64583333333331
4020;136.0;165.64583333333331
4080;136.0;165.64583333333331
4140;136.0;165.64583333333331
4200;136.0;165.64583333333331
4260;136.0;165.64583333333331
4320;136.0;165.64583333333331
4380;136.0;165.64583333333331
4440;136.0;165.64583333333331
4500;136.0;163.87083333333334
4560;136.0;163.87083333333334
4620;136.0;163.87083333333334
4680;136.0;163.87083333333334
4740;136.0;163.87083333333334
4800;136.0;163.87083333333334
4860;136.0;163.87083333333334
4920;136.0;163.87083333333334
4980;136.0;163.87083333333334
5040;136.0;163.87083333333334
5100;186.0;163.87083333333334
5160;186.0;163.87083333333334
5220;186.0;163.87083333333334
5280;250.0;163.87083333333334
5340;250.0;163.87083333333334
5400;250.0;158.34583333333333
5460;250.0;158.34583333333333
5520;250.0;158.34583333333333
5580;250.0;158.34583333333333
5640;250.0;158.34583333333333
5700;250.0;158.34583333333333
5760;250.0;158.34583333333333
5820;250.0;158.34583333333333
5880;200.0;158.34583333333333
5940;200.0;158.34583333333333
6000;200.0;158.34583333333333
6060;136.0;158.34583333333333
6120;136.0;158.34583333333333
6180;136.0;158.34583333333333
6240;136.0;158.34583333333333
6300;136.0;167.825
6360;136.0;167.825
6420;136.0;167.825
6480;136.0;167.825
6540;136.0;167.825
6600;136.0;167.825
6660;136.0;167.825
6720;136.0;167.825
6780;136.0;167.825
6840;136.0;167.825
6900;136.0;167.825
6960;136.0;167.825
7020;136.0;167.825
7080;136.0;167.825
7140;136.0;167.825
7200;136.0;170.0291666666667
7260;136.0;170.0291666666667
7320;136.0;170.0291666666667
7380;136.0;170.0291666666667
7440;136.0;170.0291666666667
7500;136.0;170.0291666666667
7560;136.0;170.0291666666667
7620;136.0;170.0291666666667
7680;136.0;170.0291666666667
7740;136.0;170.0291666666667
7800;136.0;170.0291666666667
7860;136.0;170.0291666666667
7920;136.0;170.0291666666667
7980;136.0;170.0291666666667
8040;136.0;170.0291666666667
8100;136.0;152.52916666666667
8160;186.0;152.52916666666667
8220;186.0;152.52916666666667
8280;186.0;152.52916666666667
8340;186.0;152.52916666666667
8400;186.0;152.52916666666667
8460;250.0;152.52916666666667
8520;250.0;152.52916666666667
8580;250.0;152.52916666666667
8640;250.0;152.52916666666667
8700;250.0;152.52916666666667
8760;250.0;152.52916666666667
8820;250.0;152.52916666666667
8880;250.0;152.52916666666667
8940;200.0;152.52916666666667
9000;200.0;171.67083333333335
9060;200.0;171.67083333333335
9120;200.0;171.67083333333335
9180;200.0;171.67083333333335
9240;136.0;171.67083333333335
9300;136.0;171.67083333333335
9360;136.0;171.67083333333335
9420;136.0;171.67083333333335
9480;136.0;171.67083333333335
9540;136.0;171.67083333333335
9600;136.0;171.67083333333335
9660;136.0;171.67083333333335
9720;136.0;171.67083333333335
9780;136.0;171.67083333333335
9840;136.0;171.67083333333335
9900;136.0;169.1875
9960;136.0;169.1875
10020;136.0;169.1875
10080;136.0;169.1875
10140;136.0;169.1875
10200;136.0;169.1875
10260;136.0;169.1875
10320;136.0;169.1875
10380;136.0;169.1875
10440;136.0;169.1875
10500;136.0;169.1875
10560;136.0;169.1875
10620;136.0;169.1875
10680;136.0;169.1875
10740;136.0;169.1875
10800;136.0;162.14166666666668
10860;136.0;162.14166666666668
10920;136.0;162.14166666666668
